conversation_set_id,conversation_id,conversation_date,highlight_id,highlight_start,highlight_end,highlight_words,neighborhood,theme,subtheme,highlight_duration,highlight_scale
80,1555,2021-10-19,4704206,1671.1,1718.8,"And, with the crisis that's going on with the homelessness, as in, they gut these buildings up and these houses, and they make them into condos, and then don't make it affordable. You know, I don't own my own home, I do have a Section 8 voucher, but apartments that I look forward to take my voucher to they say okay, affordable housing, but when they go to the price range it's not affordable. So I don't think that really fair for people that do have vouchers or even paying apartment rent, because if you're paying apartment rent anywhere in Dorchester you have to have at least two good jobs, just to pay the rent. We are not talking about gas, lights, health insurance, life insurance. Everyone should have life insurance, so that's my main concern. I understand what Sharon said, and I agree with her 100% as having more resources...",allston,"['housing', 'economic opportunity']","['homeownership', 'housing affordability', 'housing instability', 'jobs', 'economic assistance', 'income']",47.700000000000045,95.40000000000009
80,1555,2021-10-19,4704205,1662.1,1670.8,"My question was affordable housing, and only why I say affordable housing is they are building all these houses in Boston.",allston,['housing'],['housing affordability'],8.700000000000045,17.40000000000009
80,1555,2021-10-19,4704204,1426.6,1625.9,"They are our future, and we have to be able to for see their future for them because they are very innocent and they look toward us as adults to make sure everything is okay. When I say that, there is nothing in Boston, like it was before. For our children, there're no centers, there're no activities. There's nothing to make them feel like they belong to the city of Boston. We have to fight so how for them. My experience in my life goes back to my three sons. I was a single mother and I was raising three sons, and all I heard all through their lives was statistics, crime. You know they're not going to be this, they are not going to be that. You know people were putting them down, their peer people were putting them down as a young African American child. Schools, Community Centers. Just people that they looked up too. So, that led me to fight for them. To travel with them. To make sure that they're okay. To make sure that they earn and get what they need to get out of Boston as I did for a child that my mother gave me. I wanted them to believe in their selves that they can accomplish anything in life. They could do anything they want in life. Nothing, no word, no action could take place in theirs lives that would stop them. That just made me get more into their education. It made me follow through their education, until I made sure that they were okay to able to stand up and finish the rest of their lives as men. To not be statistics, not go to jail, not do this, not do that. The city of Boston has to understand that it is all about our children. We have lived our lives, we have done everything in our lives, and we have a lot of children here that are suffering and can not get the quality lives that we already had, and it's not fair to them. So, my mission is to fight for our children. My place in Boston in the future, I want to have the biggest organization for the children because they have so much talent, and so much to offer, and I want to be a voice for them. I want to carry their voices on my back, and once we get where we are going I want to take them off my back and put them in front of me and make sure that they are able to talk as loud as they can and accomplish everything they can. My sons made it. They made it, and each child every single day that I encounter with, they are going to make it because they are very special. They are very unique, and they have a purpose in Boston. We are going to make it happen.",allston,"['institutions', 'community life', 'education', 'inequality']","['institutional resources', 'community resources', 'community values', 'life skills', 'quality of education', 'youth spaces', 'race-based']",199.30000000000018,398.60000000000036
80,1555,2021-10-19,4704212,3169.3,3185.9,"There's been a lot of violence going on lately. I would say my experience when I was living in Charlestown. I've seen someone get killed, I think that would be the worry for me. The violence that's been going on lately, and stuff.",allston,"['public health', 'safety']","['trauma', 'sense of safety', 'street violence']",16.59999999999991,33.19999999999982
80,1555,2021-10-19,4704203,1421.2,1425.8,"My question about the future of Boston is, our children.",allston,,,4.599999999999909,9.199999999999818
80,1555,2021-10-19,4704211,3162.2,3168.3,So I would say what's next for the crime in Boston?,allston,"['institutions', 'safety']","['accountability', 'processes', 'sense of safety', 'street violence']",6.100000000000364,12.200000000000728
80,1555,2021-10-19,5245483,2874.0,3023.5,"Janet, I hear you. I feel your pain, but we have all been through the Covid right? We've all been. A lot of that came with the Covid, we weren't ready for it. We weren't ready to sit and think. We weren't ready to change our lives. We weren't ready to make sure the future would be right for us. We weren't ready for what's going to happen when we came out of our homes. So, I sit a lot and I think how I had to change my life, for me. In order to make it better for me. In order for me to see the outcome of what Boston has lost, what Boston is changing without us. What Boston has done to us as individuals. You're absolutely right. They have taken, and still are taking a lot of things from us, but it is up to us to change our ways. Change differently, find ways to change. Listen, I had talked to some families, and I want to say here what these families were saying, right? My question to them were, I hear everybody, I understand and I really do, and it has happened in my life too. But, one question I wanted to ask them, are you all ready, and they said, ""ready for what""? I said, ""do you have your first aid kit, have you taught your child safety if something has happened in your home, a safe place."" ""Have you taught your family CPR."" Those are the things we need to worry about right now, hunger, food in our homes, stocking food. Teaching our children how to survive out here. Don't worry about what the outside world is doing. That's what they want us to do. In the meantime, are we getting ourselves together in our homes. That's my thing right now. With myself, with my generation.",allston,"['community trends', 'institutions', 'public health', 'community life']","['unjust', 'disempowered', 'lack of action', 'food insecurity', 'covid-19', 'community values']",149.5,299.0
80,1555,2021-10-19,4704207,1774.1,1776.3,Are we going to have any affordable housing.,allston,['housing'],['housing affordability'],2.2000000000000455,4.400000000000091
80,1555,2021-10-19,5245489,3611.5,3704.7,"Okay, bye-bye. Sorry about the interruption. Bye. Bye-bye. As I was saying what Mrs. Curry was saying about us being prepared. I believe there's going to be a government shut down. I'm glad they said they are trying not to. As in the kids going back to school, the people that do not want to get vaccinated. People that are losing their jobs because they don't want to be vaccinated. I didn't want to get vaccinated, but I do home care. I work at assisted living. So I had to get vaccinated. So I feel like my rights were taken, because honestly I didn't want that stuff in my body. They didn't know what was killing all these people, but all of a sudden boom, they found a vaccination, and they're putting it in our body. What I'm trying to say is when there is a snow storm people run out to the super market, and what do you not find. You don't find bread, you don't find water. You don't find eggs, and people are getting these extra stamps. Basically because the food went high, and that's everywhere. It doesn't matter what supermarket you're shopping at. There is going to be food shortages in Walmart, that you're not going to find these items. So now I'm just waking it up to everybody that's on here, and pass it on. Get the water, stack up on your water. Your perishables. This is going to be a cold winter, and I really believe that. That's all I'm saying. That's all.",allston,"['institutions', 'public health', 'education', 'economic opportunity']","['institutional resources', 'food insecurity', 'covid-19', 'quality of education', 'jobs']",93.19999999999982,186.39999999999964
80,1555,2021-10-19,5245486,3409.7,3419.5,I was hearing how one of the ladies was saying it's hard to get housing when you have a section 8 voucher. I think there should be more housing available for people.,allston,"['institutions', 'housing']","['institutional resources', 'housing affordability']",9.800000000000182,19.600000000000364
80,1555,2021-10-19,5245487,3421.5,3434.3,"No. Well, just people kind of down, because Covid is still lingering. The rules, and the homeless crisis, and the crime. Everything we talked about.",allston,"['public health', 'safety', 'housing']","['covid-19', 'sense of safety', 'housing instability']",12.800000000000182,25.600000000000364
80,1620,2021-11-12,5242779,1028.7,1165.6,"Yeah, yeah. So I was reading that and I was learning about different inter relations in the sociopolitical context of living here. And I was thinking a lot about inequality, which is definitely highlighted there. And then I was reading lots of articles about Boston and the issues people were facing. And I wanted to know about my specific area, I was moving into this Brighton and Allston area. And I guess what my role would be and what my place would be moving in here? I was reading a lot about gentrification and how these colleges and universities that are here are causing a lot of the problem, because people get big jobs with big salaries and then they stay here and then they cause the cost of rentals to rise. And also, just there's so many students, so the demand is so high. And yeah, all these issues. But for me, my sister, I'm from Pennsylvania, so she lives by Philadelphia and for a very nice new, renovated apartment, Philadelphia is not cheap. I don't know, the prices aren't even comparable to like a little apartment here in Brighton, which is just interesting. And I think that for some, while at the same time, as some colleges and universities, they're causing these issues. But I think that students can afford to live in these situations and pay the prices and that's causing the costs to rise. But I feel like with my PhD stipend, it's very low. And I'm from a low SES family. And my parents can't afford to help me, which I know is happening for some other students in my program. So it's definitely really a struggle just to make ends meet and meet my rent. And when I was choosing programs and comparing them, I was talking to people who live here for a while, like the faculty and students and things like that. And a big thing they said was, ""We can't change it, but this stipend is really hard to live on, especially with the cost of living in Boston, how high it is. And we're not going to lie to you, this is just how it is."" So, that was something I knew coming in. But yeah, I guess as I'm looking for apartments for next year and things like that, it's just something that's been on my mind.",allston,"['institutions', 'housing']","['processes', 'gentrification and displacement', 'housing affordability']",136.89999999999986,273.7999999999997
80,1620,2021-11-12,5242776,777.3,783.5,my question is what is the city of Boston going to do to start giving land back to indigenous people?,allston,['institutions'],"['expectations', 'accountability', 'processes']",6.2000000000000455,12.400000000000091
80,1620,2021-11-12,5242777,788.0,933.4,"My life experience, for me, I'm Columbian and Latina, but I was really raised, assimilated in the white Jewish community. And so the work that I do now is about educating other Latinos that you can come home to the indigenous roots of our people, but you have to do it in a respectful way, that's about being authentic, and genuine, and honest about how we were really raised, outside of our traditions and our lands. And one of the things that is so important that I've learned over the course of doing this work is to listen to native raised native communities and nations about what they think is really going to solve... No, solve is the wrong word. But that what's really going to help native people? And I think everyone's really concerned about climate and the future. And native communities have a lot of knowledge and wisdom about that, and are very much outside of capitalism. So there's just a way that I think people want to kind of keep the system the way that it is now and think that they can still solve climate change. I don't think that that's possible, I don't think that they're compatible. And so I just wonder about, I know that is a big issue for the new mayor, and I'm just wondering about what she thinks about it. And if she sees a connection between giving the land back and thinking about how do you deal with native people as sovereign nations and not just as a minority within the City of Boston.",allston,"['institutions', 'infrastructure', 'inequality']","['expectations', 'processes', 'climate impacts', 'race-based', 'foreign-born ']",145.39999999999998,290.79999999999995
80,1555,2021-10-19,5245485,3313.3,3377.6,"I will. This is Janet. I hear that they are angry. They need help, a lot of them are scared. They just need someone to talk to, or some help. Give us some kind of, how would you say it... I can't even get the word. Hope for the future. Yes, there you go. That's right, thank you honey. Hope for the future is hard. It's so hard, and it's hard for your family. You have to teach them. Like Mrs. Curry said, you have to teach them CPR, you have to teach them safety. Values in your home and stuff. You have to keep them safe. I have my grandkids around sometimes, you have to keep masks on their faces. I don't know, its hard. Its rough.",allston,"['community trends', 'education']","['fear', 'hopeful', 'life skills']",64.29999999999973,128.59999999999945
80,1555,2021-10-19,5245490,3724.2,3764.8,"I want to agree. I believe that was Angela. It's going to be a very cold winter, and what I actually did in our new house is I made sure we have three to four cases of water. I put bread in the deep freezer. I bought a deep freezer just in case we had a really bad winter. When it gets to cold I can't even think to go outside with the baby. My kids have asthma, my husband has very back bronchitis issues. I don't have it, I can't get sick.",allston,['housing'],['housing quality'],40.600000000000364,81.20000000000073
80,1555,2021-10-19,5245488,3557.2,3591.8,"Okay, I was saying what Mrs. Curry was saying about us being prepared, as people weren't prepared. Honestly I think this is a lesson. I'm not going to say there is a God, but there are things that are in the bible that are actually happening. I'm not going to say everyone believes in God, but I know my God wakes me up. I honestly believe there is going to be another government shut down. I think that's why they have given every one these extra food stamps. The food is so expensive.",allston,"['community trends', 'institutions', 'public health']","['hopeful', 'institutional resources', 'food insecurity']",34.600000000000364,69.20000000000073
80,1620,2021-11-12,5242778,955.9,968.5,I guess my question is what does the future of affordable housing look like in Boston and what concrete steps are being taken in terms of policy to kind of intervene in the current trend of rising costs?,allston,"['institutions', 'housing']","['processes', 'housing affordability']",12.600000000000023,25.200000000000045
79,1463,2021-09-13,4112255,1320.9,1452.6,"My question is: In 30 years, or even in 10 years, will there be a thriving middle class in Boston? [inaudible] be here. And this involves jobs in housing. What kind of employment opportunities can we have that will pay the kind of wages that will let me, and others, live in South End, Back Bay, Fenway, Beacon Hill, Seaport, Financial District, even Jamaica Plain? What will happen to the middle class in Boston? Will there be... Because we are getting to be like third-world countries. There's the wealthy, and there are the servants. You cannot successfully hold together a society without a thriving middle class, and the middle class is shrinking, is disappearing in places like Boston, and New York, and San Francisco. Disappearing in places like London and Paris. Disappearing. So, that's my question. What kind of jobs are going to be around to pay more? This so-called living wage thing, $15 an hour, that's after-school money. You know? Okay, that's after-school money. If I compare the wage that I got in a factory job in the '70s at Uniroyal. The minimum wage was like $2.50 an hour. I was marketing like $5.50 an hour. I mean, if I had kept on that wage, I'd probably be making $85,000 a year now. But the unions are gone. I mean, unions are not typically... Well, socially, not middle class, but middle income. But the thing is, that's what I'm thinking about. The bread and butter, ""How you going to make money? How you going to live?"" That's my question. Who is advocating for that?",back bay,"['institutions', 'housing', 'economic opportunity', 'inequality']","['community resources', 'housing affordability', 'jobs', 'economic assistance', 'income', 'class-based']",131.69999999999982,263.39999999999964
79,1463,2021-09-13,5244683,1971.1,2046.4,"What, like if I- [inaudible]. ... connect with something that other people said? Right. I'm saying that you feel you... Well, he reminded me of Bo, when Bo got murdered, so that affects me. Talk about how and why. They killed a young Black man in the back of Tent City. He had no gun. He had no drugs. He begged for his life, and they shot him in front of me and my daughter. So, yeah, that affects me. His mother worked for the police force for over 20 years. Didn't even get the common courtesy of a phone call. So, yes, that affects me. The IT stuff, I'm like... I'm sorry, I'm not too swifty with the IT. I definitely understand where she's coming, like where will we be, like what jobs are going to be available, how are we going to survive. Of course, I understand what she's talking about on Mass Ave. that's the first thing you see when you drive into the city. I mean, that's crazy.",back bay,"['community trends', 'institutions', 'safety', 'inequality']","['unjust', 'betrayed', 'lack of action', 'accountability', 'processes', 'racialized violence', 'policing', 'race-based']",75.30000000000018,150.60000000000036
79,1463,2021-09-13,4112244,733.7,780.2,"It's a travesty. You can't wall down the street without encountering somebody, and if you're not like you, you feel bad for them. They should be getting proper healthcare. Every drug addict that catches hepatitis C or is homeless has proper healthcare, but they don't. Okay. What's the experiences that- Just every day. Every day you see it. And just of myself being in the Marathon bombing, other situations that have happened. I don't feel I received proper care. So, that's personal. I know people that are undiagnosed, wreak havoc upon other people's lives.",back bay,['public health'],"['mental health', 'drugs and drug use disorder', 'trauma', 'quality and affordable healthcare']",46.5,93.0
79,1463,2021-09-13,4112243,720.5,730.1,"My question is in regards to mental healthcare. Yeah, but what is the question about mental health. Why is it declining instead of increasing? Okay, I didn't hear that.",back bay,['public health'],"['mental health', 'quality and affordable healthcare']",9.600000000000023,19.200000000000045
79,1463,2021-09-13,4112247,817.4,959.5,"Background is I've lived in the city for the last 30 years or more, and I know that Black people are not getting a fair shake in the criminal justice system. I just sat on the grand jury for the last three months, and those cases have exacerbated in my mind the imbalance, if you will, in the criminal justice. That's why I raise that question. Okay. So, I want to... Before you go on, I don't know if I can do this, but I want to focus back on what is the- Yeah, it's [crosstalk]. The question is: What is your question about the future of Boston and your place in that future? How has this personally affected you? I don't get any sense that... Well- Why has this become a question that you thought to- Focus on? ... to focus on in your lived experience? Well, there's a philosopher who said that the death of one man is the death of all man. Being a witness... Not a witness, but having been exposed to so many cases... We've seen over 90 cases at the grand jury, and I can see how the criminal justice works against Black people. So, that's why I raised that question, and I hope, in the future, some measure of justice might be raised and something good might come out of it.",back bay,"['institutions', 'inequality']","['expectations', 'accountability', 'processes', 'race-based']",142.10000000000002,284.20000000000005
79,1463,2021-09-13,5244687,2758.3,2877.1,"It seems like we do not seem to have our priority right, our priority straight. As I was listening to her, I was reflecting on how much money we spent every day in Afghanistan, and yet, at home, people are suffering like crazy just to make ends meet. I heard that, if I'm correct, that the US spent like 300 million per- No, in 1979, we sent our troops over there, and we told the CIA... When the Soviets went to Afghanistan and went outside their borders, we told CIA people, operatives to then Afghans, ""and we'll give you a billion. If that's not enough, we'll give you more."" So, it's way over a million. And at home, we have the opioid crisis, and we can't invest money into that to help the citizens of this country. They make more money having them drugged up than having them clean. That's true. It's $150 for a urine test, $350 for a pregnancy test. Why get them clean? Then nobody makes money. Well, somebody uttered the word greed. That's the bottom line. Well, hopefully, we can change these things somehow before the world replenishes itself and we're not here to do anything.",back bay,"['institutions', 'public health', 'community life']","['expectations', 'accountability', 'institutional resources', 'drugs and drug use disorder', 'quality and affordable healthcare', 'community values']",118.79999999999973,237.59999999999945
79,1463,2021-09-13,5244685,2480.9,2561.4,"I had one about mental health. I had an experience where I was having difficulty trying to read and trying to keep up with college-level reading. I couldn't understand what it was. I got to a point where I had heard about to get some help. Get some help. [inaudible]. I went to this place. It's over here on Brookline Avenue. I think it was Mass State Health, I think they call it. I went there, and... You know, I reported there. I spoke to the reception desk. She sends me over, says, ""[inaudible 00:42:06]."" They call me to go enter this office. I said, ""No."" This big white man walks in and says, ""Hi, how are you?"" I go, ""Nah."" And you know? Then he goes and puts a bottle of pills right there on the counter. He said, ""Take this."" Well, ""Excuse me, you haven't even asked me anything. I haven't said anything to you,"" basically. ""Aren't you supposed to take a blood test [inaudible] give me medicine?"" ""Oh, no, take them."" That's the last time I went there. Never went there again.",back bay,"['community trends', 'institutions', 'public health', 'education', 'inequality']","['betrayed', 'disempowered', 'expectations', 'mental health', 'quality and affordable healthcare', 'higher education', 'race-based']",80.5,161.0
79,1463,2021-09-13,4112257,1455.9,1528.4,"And I'm living in it, I mean, hanging on by my no-longer-manicured fingernails. They used to be manicured, okay? Every week. You know, that's over. It's been over for over 20 years. It's probably not coming back. I get a manicure, I do my own. So, that kind of stuff. I mean, just basically living. I mean, in the '70s, secretaries used to live on Beacon Street. Do you know that? Secretaries had their own... Yeah, you know, [inaudible]. Secretaries... Well, if you lived alone, you might've had a studio, but you might've had a nice two-bedroom. So, you and your roommate, and you're both secretaries, and you're doing okay. And if you went to Katie Gibbs, well, you were an executive secretary. You had your own two-bedroom apartment. I mean that kind of stuff. And that secretary, that's a non-college educated... But now, you can have a master's degree out here in Boston, you're making $52,000 a year, unless, of course, you're making $48,000 a year. That's with a master's degree. This place doesn't pay. That's true. All right. Very true.",back bay,"['housing', 'education', 'economic opportunity']","['housing affordability', 'higher education', 'jobs', 'income']",72.5,145.0
79,1463,2021-09-13,4112260,1792.5,1915.0,"Well, I'm not a city resident, but I commuted to the city. I walk the sidewalks. I take the public transportation. And I see the people who are affected by the crisis, what they do. I'm not quite sure how I should proceed around this. Definitely, impacts everybody's quality of life. Those individuals need assistance. They need help. What's the answer to it? There can be many answers. I believe there are commissions that are in place right now to develop different strategies to deal with it, but you don't need commissions. You need actions. Do you need a bridge to Long Island? Do you need ferries to Long Island? Is that the answer? Do you need to decentralize facilities in the suburbs? Does the state need to step in and help with that? But anyone who has to walk on the sidewalk and worry about somebody coming up, going in your face, maybe putting their hands on you, because I've had that experience more than once, what are you to think of this? What are you to think of this going forward? Do you want to ride in a subway car with somebody who's passed out with no mask on? Do you want to get off at a subway station, see a group of people. They're there because they have no place to go. What do we do? Are we our brother's keepers? What do we do here? But this is a quality of life and public health issue that affects all of us, both those who need help, as well as everyone who could provide help.",back bay,"['institutions', 'public health', 'safety']","['expectations', 'institutional resources', 'community resources', 'mental health', 'drugs and drug use disorder', 'covid-19', 'sense of safety']",122.5,245.0
79,1463,2021-09-13,4112258,1712.4,1782.4,"Okay, simply put, how will city leaders plan to deal with the Mass and Cass crisis? You see people involved in that area who's actions affect the quality of everyone in the City of Boston as well as visitors to the City of Boston. You see people affected by that crisis in the subways. Frequently, they're on the seats. They've passed out. You see them in stolen wheelchairs, passed out. You see them in people's backyards, various states of activity. This question affects everybody. Again, going forward, what plans do the powers that be in the city have to come to terms with this, if not resolve it?",back bay,"['institutions', 'public health', 'safety']","['expectations', 'mental health', 'drugs and drug use disorder', 'sense of safety']",70.0,140.0
79,1463,2021-09-13,4112252,1069.9,1308.0,"I mean, the way it affected me is that the difficulty I had with computer and the IT departments is that I didn't have really a computer network to work with, to mess around with, but apparently, people from other countries, they do for some reason. Maybe they were sponsored by their government, and they were well-trained. But I worked with them in computer schools, and a lot of them, they have a lot of skills. Yeah, I say to myself, thinking that if I can put together a computer network, physical computer network, and have a nonprofit organization, I might invite in US citizens that are striving to develop their skills in the IT department, and come in and work at it to try to gain those skills, because the knowledge they're getting in colleges, like the community college, I guess isn't enough. You're not allowed to take the computers apart, work with it, experiment. They only let you do a certain level of configuration, but that's it. When you go out into the real world, it's a lot different. It's a lot, lot different. You won't understand Excel. Okay, I've got two certificates from Excel at a really good IT school, and in Excel, they got us to do a couple of links to a couple of pages, do a couple of formulas, and that was about it, where you can go in and enter the information in this page, and the information will appear in the next page. You might type a form in MS Word, and then embed the information from Excel to that Word form, and that was it. I mean, it looked great. It was fantastic to learn it. But when I got into the work environment and I got handed a Excel document, it's a good thing I was strong with Excel, because that Excel document had about 500 different lines that I had to go through looking to do that entry and the make sure that there was no mistakes in the other part of the balance sheet, another page on the Excel. And if it did, I had to find where the mistake was. That was a big difference. In the community college, it was just two links to two pages, but in the real world, it was a huge [crosstalk]. Okay. Okay. So, like that, the same way it is with IT. You look at a few computers, but the computers are... You cannot put them together or take them apart completely. They stare. You do a couple of things, and voila. You know, you're not... Yeah. Okay. So, you have... Okay. All right. So, I get it. You're talking about the differences in level of training- Right. ... and [crosstalk]. And that skill level between foreign technicians and US technicians.",back bay,"['education', 'economic opportunity']","['higher education', 'life skills', 'quality of education', 'jobs']",238.0999999999999,476.1999999999998
79,1463,2021-09-13,4112253,1320.9,1334.8,"My question is: In 30 years, or even in 10 years, will there be a thriving middle class in Boston?",back bay,['economic opportunity'],['income'],13.899999999999864,27.799999999999727
